17:08:26.194 | 0f 21 00 0c a0 6b 2b b0 24 4b 26 55 1a 56 22 e8  | -102 CRC error
17:08:28.536 | 8b 2a 20 59 24 2d 2a f3 19 5d 20 ab 19 6b 0a 36  | -100 CRC error
17:08:30.607 | 0f 12 50 d8 2d d7 2a e9 14 e0 11 66 a9 70 1e a2  | -102 CRC error
17:08:33.719 | 0f 1e 21 68 19 d1 29 b7 22 d3 53 aa 99 89 19 3f  | -102 CRC error
17:08:36.313 | 0f 28 01 e0 21 b3 1f 87 21 31 32 36 21 e6 9b 2a  |  -98 CRC error
17:08:37.090 | 0f 2b 42 85 15 b4 26 48 3a f5 27 55 5a a5 2b 5a  | -105 CRC error
17:09:00.678 | 0f 86 06 48 1c f2 16 35 24 ce 25 ba a2 d1 20 73  |  -99 CRC error
17:09:03.270 | 8f 94 96 d0 2a 5a 57 f1 23 6f 52 f5 22 dd 1b d6  | -102 CRC error
17:09:03.788 | 0f 92 16 d8 0b fe 1d ab 10 de 1e 4d 15 f5 17 eb  |  -98 CRC error
17:09:04.294 | 0e 94 06 f0 20 dd 23 ea 14 3e 16 ab 1d af 22 48  |  -99 CRC error
17:09:04.559 | 4f 95 46 fc 27 d6 1a 4b 1a f2 3d 1f aa 95 49 5b  | -100 CRC error
17:09:07.923 | 2f a2 07 98 25 0c 1d b6 15 f4 1a 20 27 74 28 cd  | -101 CRC error
17:09:08.714 | 0f a5 07 bd 25 8e 54 c0 96 9d 22 5e 9f 2d 2e e1  | -102 CRC error
17:09:09.231 | 0f a7 07 d4 16 bd 20 cb 21 1d 20 c1 1d a2 1c a8  |  -97 CRC error
17:09:10.784 | 0f ad 08 1c 26 23 12 81 14 7e 26 cf 22 05 10 c0  | -100 CRC error
17:09:11.037 | 0f ae 08 28 10 71 24 1f 22 cf a4 c4 2d be 2b bb  |  -99 CRC error
17:09:11.290 | 0f af 08 34 22 ca 24 59 1e df 2e 65 12 06 24 b8  | -102 CRC error
17:09:11.558 | 0f b0 08 40 12 be 16 22 24 83 1b c3 1a 08 25 aa  |  -99 CRC error
17:09:13.122 | 0f b6 4a aa ab 54 ab af ff d5 55 55 55 55 57 a7  | -100 CRC error
17:09:14.675 | 0f bc 08 d0 1d c5 20 05 2b 60 1a c9 26 e0 21 59  | -100 CRC error
17:09:16.224 | af d2 29 1a a0 3a 2a 0b 13 55 19 5e a8 ac 14 3a  | -101 CRC error
17:09:19.603 | 2f cb 09 b4 18 ec 23 9d 26 cf 22 3f 1c 5b 22 5b  | -101 CRC error
17:09:22.969 | 4f dc 0a 50 2e 2c 0e 93 22 94 2d 34 22 90 1c 90  |  -99 CRC error
17:09:23.488 | 0f de 0a 68 1f 51 25 c8 1f 4e 22 a8 1f 90 27 f2  | -102 CRC error
17:09:35.414 | 0f 4d 0c 90 15 8e 1d 92 19 94 1f a6 17 cb 22 d4  |  -99 CRC error
17:09:36.448 | ab 10 08 c1 65 a1 1d 94 22 c0 2e 29 26 2f 29 24  | -102 CRC error
17:09:36.698 | 0f 11 4c cc 2a 54 29 2b 26 75 1f 5b 28 e9 23 b9  |  -98 CRC error
17:09:38.782 | 0f 19 0d 2d 23 52 23 35 57 c3 2a 6d 23 68 14 c8  | -100 CRC error
17:09:45.523 | 2f 33 0e 64 ac af ff 5e 2c 15 20 80 14 1f fd df  | -106 CRC error
17:09:48.113 | af 3d 4a dc 22 be 19 27 15 52 5e 9a 33 23 1f 38  | -103 CRC error
17:09:50.180 | 4f 45 0f 3c 57 bd 1a d9 5b 5e aa aa ab aa 54 a9  | -101 CRC error
17:09:50.708 | 8f 47 0f 54 2a d7 35 2a 8a f5 5a d5 56 aa fa aa  |  -99 CRC error
17:09:50.955 | 0f 6a af 64 a5 d5 56 d5 53 3a 27 5a a7 55 54 9d  | -102 CRC error
17:09:56.668 | 0f 5e 10 68 1e ad 1f da 12 8b 12 0a 25 50 2b fe  |  -98 CRC error
17:10:07.558 | 0f 88 12 60 32 59 32 0f 27 db 29 0d 25 17 2a 7b  | -101 CRC error
17:10:07.815 | 8f a9 12 6d 1a 4c 20 18 14 b2 20 00 22 96 a5 37  | -104 CRC error
17:10:08.067 | 0f 8a 12 78 14 2b 2d 8a 28 f3 0e 0c 14 56 1d ca  |  -99 CRC error
17:10:08.332 | 0f 8b 12 84 26 f8 29 b5 22 30 27 41 11 3f 23 97  |  -99 CRC error
17:10:08.592 | 0f 8c 12 90 19 e3 29 d8 18 9b 28 70 1b 8e 29 42  |  -99 CRC error
17:10:08.853 | 0f 8d 12 9c 1f b5 18 70 2a df 1c d9 27 62 20 f0  |  -98 CRC error
17:10:09.112 | 0f 8e 12 a8 1c 22 2b 61 1b 61 22 e7 1c 1f 28 b4  | -101 CRC error
17:10:09.617 | 4f b5 56 dd 5d aa 56 aa ab 5b 55 aa aa be ad 55  |  -91 CRC error
17:10:09.888 | 0f 91 52 cc 26 a9 1e 58 28 ac 22 de 1c 3f aa 4a  | -103 CRC error
17:10:10.150 | 0f 92 12 d8 27 7d 2a 06 1d 07 21 71 25 d5 54 a3  | -104 CRC error
17:10:10.658 | 0f 94 12 f0 22 d4 2c 97 1b 57 26 5f 1d 8b 18 fd  | -101 CRC error
17:10:10.927 | 0f 95 12 fc 2e af 21 4d 1c 89 27 01 26 17 28 29  | -100 CRC error
17:10:11.188 | af 94 93 28 5a aa ab d5 1d 1d 2b 5a aa 5d 2b ea  | -104 CRC error
17:10:11.436 | 0f 97 13 54 9d 5a aa aa 95 55 1a 87 21 db 22 b9  |  -98 CRC error
17:10:11.689 | 0f 98 13 22 9a 01 26 55 23 af 29 27 1c 65 25 80  |  -99 CRC error
17:10:11.959 | 4f 99 13 2c 0c e2 26 ea 18 79 25 72 24 7e 1f a8  |  -99 CRC error
17:10:12.476 | 0f 9b 13 44 21 9e 1c 2f 17 3a 21 4f 1c e7 23 4c  | -102 CRC error
17:10:12.740 | 4f 9c 13 51 14 c5 21 a8 34 11 2a f9 24 a5 55 89  |  -99 CRC error
17:10:13.001 | 2f dd 13 5c 50 3f 28 89 22 f9 27 d7 11 72 27 7f  | -100 CRC error
17:10:13.518 | 0d 9f 13 74 26 35 25 69 1e 86 9e 80 36 c7 2a a5  |  -99 CRC error
17:10:13.776 | 0f a0 13 80 18 de 18 51 1b 15 1b 33 30 97 25 2d  | -102 CRC error
17:10:14.294 | 4f a2 13 98 20 85 1b 03 19 b3 1d 13 29 ab 28 2c  |  -98 CRC error
17:10:14.556 | 0f a3 13 a4 21 2b 1a d1 15 27 07 3b 12 06 2c ad  |  -99 CRC error
17:10:14.816 | 0f a4 13 b0 1b 58 1a f6 1e 0d 2f b9 10 78 14 fc  |  -97 CRC error
17:10:15.073 | 0f a5 13 bc ad 55 2a ad 2a 15 6a c6 2a a9 3a af  |  -99 CRC error
17:10:15.331 | 0f a6 13 c8 22 99 1d f9 22 84 25 21 1e 1f 1a 2e  |  -97 CRC error
17:10:15.593 | 0f a7 13 d4 21 69 24 6d 36 c1 a7 01 0f 2e 1d 1f  |  -99 CRC error
17:10:15.851 | 0f a8 13 e0 27 70 22 d9 0e 8c 1d fa 1d d0 22 71  | -102 CRC error
